C Modified,Time,Heat Number,Item Name,Batch Name,Pouring Status,Furnace Size,Furnace ID,Steel Values,Casting Grade,C,Si,Mn,P,S,Cr,Ni,Al,Mg,CE,Sug. C in Kg,Sug. Si in Kg,Sug Mn in Kg,Sug. P in Kg,Sug. S in Kg,Sug. Cr in Kg,Sug. Cu in Kg,Sug. Fe in Kg,
,16-03-2022 12:16:11,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,8.344,3.354,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,16-03-2022 12:26:01,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,8.344,3.354,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,1.02,,1.83,0.00,0.00,0.00,0.00,283.84,
,16-03-2022 12:27:27,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.800,1.600,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,2.19,,1.83,0.00,0.00,0.00,0.00,46.87,
,16-03-2022 12:32:12,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.800,1.600,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,16-03-2022 12:32:18,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.800,1.600,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,2.19,,1.83,0.00,0.00,0.00,0.00,46.87,
,16-03-2022 12:53:30,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.800,1.600,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,16-03-2022 12:53:36,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.800,1.600,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,1.83,0.00,0.00,0.00,0.00,46.87,
,16-03-2022 12:54:55,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.800,1.600,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,16-03-2022 12:55:01,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.800,1.600,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,1.83,0.00,0.00,0.00,0.00,46.87,
,16-03-2022 12:59:00,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.800,1.600,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,16-03-2022 12:59:08,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.800,1.600,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,1.83,0.00,0.00,0.00,0.00,46.87,
,16-03-2022 13:00:29,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.800,1.600,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,16-03-2022 13:00:35,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.800,1.600,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,2.19,,1.83,0.00,0.00,0.00,0.00,46.87,
,16-03-2022 13:01:24,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.800,1.510,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,0.72,,1.83,0.00,0.00,0.00,0.00,19.87,
,16-03-2022 13:04:21,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.800,1.510,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,16-03-2022 13:04:27,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.800,1.510,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,1.83,0.00,0.00,0.00,0.00,19.87,
,16-03-2022 13:05:03,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.800,1.510,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,16-03-2022 13:05:07,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.800,1.510,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,-0.43,,1.83,0.00,0.00,0.00,0.00,19.87,
,16-03-2022 13:08:24,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.800,1.510,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,16-03-2022 13:08:55,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.800,1.510,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,0.72,,1.83,0.00,0.00,0.00,0.00,19.87,
,16-03-2022 13:09:24,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.750,1.510,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,1.06,,1.83,0.00,0.00,0.00,0.00,19.87,
,16-03-2022 13:09:49,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.750,1.460,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,0.18,,1.83,0.00,0.00,0.00,0.00,3.42,
,16-03-2022 13:10:09,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.750,1.455,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,0.09,,1.83,0.00,0.00,0.00,0.00,1.72,
,16-03-2022 13:10:34,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,0.04,,1.83,0.00,0.00,0.00,0.00,0.69,
,16-03-2022 13:10:39,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,0.04,,1.83,0.00,0.00,0.00,0.00,0.69,
,21-03-2022 16:27:57,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,21-03-2022 16:28:23,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,0.04,,1.83,0.00,0.00,0.00,0.00,0.69,
**,21-03-2022 16:28:36,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,4,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,0.68,1.83,0.00,0.00,0.00,0.00,31.25,
**,21-03-2022 16:28:41,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.5,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,1.82,,1.83,0.00,0.00,0.00,1.39,0.69,
,21-03-2022 16:28:59,16(31A22),ID343795-B,CI-CPC,Bath,500,500,3TB110,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,0.04,,1.83,0.00,0.00,0.00,0.00,0.69,
,21-03-2022 16:29:13,16(31A22),ID343795-B,CI-CPC,Bath,500,GH123,3TB110,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,0.04,,1.83,0.00,0.00,0.00,0.00,0.69,
,21-03-2022 16:30:26,16(31A22),ID343795-B,CI-CPC,Bath,500,GH123,3TB110,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,0.04,,1.83,0.00,0.00,0.00,0.00,0.69,
,21-03-2022 16:30:27,16(31A22),ID343795-B,CI-CPC,Bath,500,GH123,3TB110,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,0.04,,1.83,0.00,0.00,0.00,0.00,0.69,
,21-03-2022 16:36:06,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,21-03-2022 16:37:03,16(31A22),ID343795-B,CI-CPC,Bath,500,51FG,3TB110,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,0.04,,1.83,0.00,0.00,0.00,0.00,0.69,
,23-03-2022 12:27:32,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 14:18:24,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 14:19:21,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 14:21:54,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 14:23:11,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 14:26:36,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 14:36:52,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 14:38:22,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 14:49:42,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 14:53:36,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 14:54:35,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 14:55:31,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 14:56:56,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 14:57:39,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 14:58:42,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 14:59:33,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 15:00:52,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 15:02:04,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 15:05:11,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 15:06:49,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 15:09:04,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 15:09:45,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 15:12:24,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 15:13:53,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 15:15:28,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 15:18:33,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 15:23:42,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 15:26:48,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 15:28:09,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 15:28:52,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,23-03-2022 15:30:01,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,28-03-2022 11:54:36,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
,28-03-2022 11:54:59,16(31A22),ID343795-B,CI-CPC,Bath,500,,3TB110,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,0.04,,1.83,0.00,0.00,0.00,0.00,0.69,
,28-03-2022 12:18:06,16(31A22),ID343795-B,Select Batch,Bath,500,,Select Steel Values,SG400/15 ,3.750,1.452,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
